Email,First_name,Last_name,Course_id,Grades,Marks
denise.ross@sjsu.edu,Denise,Ross,CS350,B,76
dean.martin@sjsu.edu,Dean,Martin,ENG210,C,61
jason.porter@sjsu.edu,Jason,Porter,BUS320,B,75
arjun.cunningham@sjsu.edu,Arjun,Cunningham,CS350,D,45
william.butler@sjsu.edu,William,Butler,CS301,C,64
chris.pierce@sjsu.edu,Chris,Pierce,BUS320,B,76
samuel.hernandez@sjsu.edu,Samuel,Hernandez,CS201,A,98
isaiah.burns@sjsu.edu,Isaiah,Burns,BUS210,C,55
sarah.james@sjsu.edu,Sarah,James,BUS210,D,53
jamie.hall@sjsu.edu,Jamie,Hall,BUS320,B,74
alisha.perry@sjsu.edu,Alisha,Perry,PSY101,D,49
william.owens@sjsu.edu,William,Owens,MATH101,D,45
janet.shaw@sjsu.edu,Janet,Shaw,CS480,B,82
jacob.phillips@sjsu.edu,Jacob,Phillips,MATH250,D,50
gregory.holmes@sjsu.edu,Gregory,Holmes,CS410,C,57
patrick.aguilar@sjsu.edu,Patrick,Aguilar,ENG101,B,74
layla.mason@sjsu.edu,Layla,Mason,BUS101,B,83
angela.hall@sjsu.edu,Angela,Hall,CS101,B,77
ian.bryant@sjsu.edu,Ian,Bryant,ENG210,B,75
trevor.stanley@sjsu.edu,Trevor,Stanley,BUS101,C,62
ricardo.gonzalez@sjsu.edu,Ricardo,Gonzalez,CS450,B,83
sofia.mckinney@sjsu.edu,Sofia,McKinney,CS101,A,90
gary.bradley@sjsu.edu,Gary,Bradley,CS350,A,87
kayla.mendoza@sjsu.edu,Kayla,Mendoza,MATH310,D,49
caroline.davis@sjsu.edu,Caroline,Davis,CS480,B,79
gabriela.mccarthy@sjsu.edu,Gabriela,McCarthy,CS350,C,55
joel.arnold@sjsu.edu,Joel,Arnold,MATH101,A,97
tiffany.mcdonald@sjsu.edu,Tiffany,McDonald,CS450,B,75
jamie.hawkins@sjsu.edu,Jamie,Hawkins,MATH101,C,65
dominic.hughes@sjsu.edu,Dominic,Hughes,ENG101,B,70
madison.jenkins@sjsu.edu,Madison,Jenkins,SCI205,D,48
jayden.kaur@sjsu.edu,Jayden,Kaur,ENG210,B,82
julian.bradley@sjsu.edu,Julian,Bradley,BUS101,A,93
jennifer.fisher@sjsu.edu,Jennifer,Fisher,MATH310,A,100
miranda.garcia@sjsu.edu,Miranda,Garcia,CS410,C,55
paula.ward@sjsu.edu,Paula,Ward,CS350,A,99
holly.warren@sjsu.edu,Holly,Warren,BUS320,A,93
catherine.james@sjsu.edu,Catherine,James,CS350,B,77
angel.fox@sjsu.edu,Angel,Fox,BUS401,B,78
gregory.burns@sjsu.edu,Gregory,Burns,CS101,B,73
heather.ahmed@sjsu.edu,Heather,Ahmed,BUS101,B,70
leo.richardson@sjsu.edu,Leo,Richardson,MATH201,C,66
kyle.smith@sjsu.edu,Kyle,Smith,ENG101,A,92
kaitlyn.ross@sjsu.edu,Kaitlyn,Ross,MATH250,C,61
kim.snyder@sjsu.edu,Kim,Snyder,CS480,C,56
miles.patterson@sjsu.edu,Miles,Patterson,CS410,B,81
jessica.kaur@sjsu.edu,Jessica,Kaur,BUS320,B,84
hassan.sanchez@sjsu.edu,Hassan,Sanchez,SCI205,B,72
abby.vargas@sjsu.edu,Abby,Vargas,BUS401,A,99
isaac.hill@sjsu.edu,Isaac,Hill,CS350,A,100
miranda.brooks@sjsu.edu,Miranda,Brooks,ENG210,C,66
elijah.smith@sjsu.edu,Elijah,Smith,ENG101,B,73
colin.foster@sjsu.edu,Colin,Foster,CS350,C,56
julia.jimenez@sjsu.edu,Julia,Jimenez,MATH250,B,72
garrett.clark@sjsu.edu,Garrett,Clark,CS410,B,72
victoria.murphy@sjsu.edu,Victoria,Murphy,ENG101,C,65
brian.collins@sjsu.edu,Brian,Collins,BUS401,B,76
scott.ward@sjsu.edu,Scott,Ward,SCI205,C,65
arjun.bryant@sjsu.edu,Arjun,Bryant,MATH201,D,47
eva.stone@sjsu.edu,Eva,Stone,CS410,C,66
lily.ross@sjsu.edu,Lily,Ross,CS301,A,100
dominic.castro@sjsu.edu,Dominic,Castro,MATH310,B,79
hailey.reynolds@sjsu.edu,Hailey,Reynolds,CS350,B,77
ryan.reyes@sjsu.edu,Ryan,Reyes,BUS320,A,86
sebastian.kumar@sjsu.edu,Sebastian,Kumar,PSY101,B,70
klewis@sjsu.edu,Kate,Lewis,SCI101,C,59
patrick.russell@sjsu.edu,Patrick,Russell,ENG210,A,91
patrick.griffin@sjsu.edu,Patrick,Griffin,BUS101,B,79
zoe.castillo@sjsu.edu,Zoe,Castillo,CS480,B,77
aaron.thompson@sjsu.edu,Aaron,Thompson,BUS401,B,76
christina.graham@sjsu.edu,Christina,Graham,ENG101,C,64
hannah.webb@sjsu.edu,Hannah,Webb,BUS101,D,47
hunter.lawrence@sjsu.edu,Hunter,Lawrence,PSY101,D,46
angela.fox@sjsu.edu,Angela,Fox,MATH201,C,69
emily.torres@sjsu.edu,Emily,Torres,ENG101,D,54
layla.price@sjsu.edu,Layla,Price,ENG101,A,93
carmen.powell@sjsu.edu,Carmen,Powell,BUS320,B,82
claire.west@sjsu.edu,Claire,West,SCI101,B,76
amir.edwards@sjsu.edu,Amir,Edwards,BUS401,C,64
henry.boyd@sjsu.edu,Henry,Boyd,MATH101,D,45
gregory.sutton@sjsu.edu,Gregory,Sutton,CS201,D,47
adam.gutierrez@sjsu.edu,Adam,Gutierrez,MATH101,A,89
denise.maxwell@sjsu.edu,Denise,Maxwell,SCI101,C,66
thomas.patterson@sjsu.edu,Thomas,Patterson,ENG210,A,95
holly.morrison@sjsu.edu,Holly,Morrison,CS301,C,57
sierra.allen@sjsu.edu,Sierra,Allen,CS410,D,48
javier.hughes@sjsu.edu,Javier,Hughes,MATH201,B,74
wesley.harris@sjsu.edu,Wesley,Harris,BUS210,C,55
lisa.kumar@sjsu.edu,Lisa,Kumar,CS201,B,75
kaitlyn.reid@sjsu.edu,Kaitlyn,Reid,PSY101,B,76
caroline.holmes@sjsu.edu,Caroline,Holmes,SCI205,B,82
todd.phillips@sjsu.edu,Todd,Phillips,CS101,C,65
violet.garcia@sjsu.edu,Violet,Garcia,BUS210,D,49
christine.gordon@sjsu.edu,Christine,Gordon,SCI205,B,83
fatima.griffin@sjsu.edu,Fatima,Griffin,BUS401,D,50
reina.armstrong@sjsu.edu,Reina,Armstrong,PSY101,B,71
jordan.mason@sjsu.edu,Jordan,Mason,MATH101,B,72
spencer.barnes@sjsu.edu,Spencer,Barnes,BUS401,B,70
miguel.turner@sjsu.edu,Miguel,Turner,SCI101,B,79
robin.castillo@sjsu.edu,Robin,Castillo,ENG210,D,48
ricardo.martin@sjsu.edu,Ricardo,Martin,CS101,C,67
sofia.singh@sjsu.edu,Sofia,Singh,CS101,C,55
jessica.moore@sjsu.edu,Jessica,Moore,ENG210,B,81
melissa.butler@sjsu.edu,Melissa,Butler,BUS210,B,80
marcus.howard@sjsu.edu,Marcus,Howard,CS350,A,86
diana.reynolds@sjsu.edu,Diana,Reynolds,CS480,A,94
faith.cruz@sjsu.edu,Faith,Cruz,CS350,B,77
evelyn.nelson@sjsu.edu,Evelyn,Nelson,ENG101,B,77
kristen.howard@sjsu.edu,Kristen,Howard,SCI205,B,79
thomas.morgan@sjsu.edu,Thomas,Morgan,BUS320,B,72
angel.stanley@sjsu.edu,Angel,Stanley,CS350,B,82
luna.mckinney@sjsu.edu,Luna,McKinney,CS450,A,89
sharon.berg@sjsu.edu,Sharon,Berg,MATH101,B,71
cole.black@sjsu.edu,Cole,Black,CS301,B,75
tyler.henderson@sjsu.edu,Tyler,Henderson,CS450,B,79
luke.coleman@sjsu.edu,Luke,Coleman,BUS210,C,57
nathaniel.shaw@sjsu.edu,Nathaniel,Shaw,CS201,B,84
erica.morrison@sjsu.edu,Erica,Morrison,CS410,D,48
erica.hamilton@sjsu.edu,Erica,Hamilton,MATH250,C,59
miguel.west@sjsu.edu,Miguel,West,PSY101,B,84
david.moore@sjsu.edu,David,Moore,PSY101,A,91
vanessa.ahmed@sjsu.edu,Vanessa,Ahmed,BUS320,B,78
ella.reid@sjsu.edu,Ella,Reid,ENG101,C,68
ella.russell@sjsu.edu,Ella,Russell,MATH310,C,60
ava.lopez@sjsu.edu,Ava,Lopez,CS350,A,95
daniela.gibson@sjsu.edu,Daniela,Gibson,CS480,C,57
riley.ryan@sjsu.edu,Riley,Ryan,ENG210,A,91
emily.holmes@sjsu.edu,Emily,Holmes,CS201,B,74
serena.campbell@sjsu.edu,Serena,Campbell,CS450,A,92
jose.lane@sjsu.edu,Jose,Lane,ENG101,C,58
austin.morales@sjsu.edu,Austin,Morales,CS350,C,60
matt.griffin@sjsu.edu,Matt,Griffin,BUS320,B,70
brenda.barnes@sjsu.edu,Brenda,Barnes,MATH310,C,60
vincent.wood@sjsu.edu,Vincent,Wood,MATH201,B,73
derek.reid@sjsu.edu,Derek,Reid,CS450,B,82
jasmine.king@sjsu.edu,Jasmine,King,BUS210,D,50
daniela.howard@sjsu.edu,Daniela,Howard,CS480,A,97
ana.wilson@sjsu.edu,Ana,Wilson,SCI101,B,70
daisy.martinez@sjsu.edu,Daisy,Martinez,CS201,C,59
claudia.nichols@sjsu.edu,Claudia,Nichols,BUS210,C,66
leo.rodriguez@sjsu.edu,Leo,Rodriguez,CS101,B,78
claudia.cox@sjsu.edu,Claudia,Cox,MATH250,B,76
dawn.armstrong@sjsu.edu,Dawn,Armstrong,MATH201,A,100
lily.shaw@sjsu.edu,Lily,Shaw,MATH201,B,84
julia.richardson@sjsu.edu,Julia,Richardson,SCI101,B,77
tiffany.meyer@sjsu.edu,Tiffany,Meyer,SCI205,C,59
victoria.pierce@sjsu.edu,Victoria,Pierce,ENG101,B,71
kiara.knight@sjsu.edu,Kiara,Knight,ENG101,C,59
sandra.fox@sjsu.edu,Sandra,Fox,MATH201,B,82
aria.white@sjsu.edu,Aria,White,BUS401,B,78
felix.wood@sjsu.edu,Felix,Wood,CS101,C,66
javier.smith@sjsu.edu,Javier,Smith,ENG101,C,67
angel.thomas@sjsu.edu,Angel,Thomas,MATH250,C,59
faith.hughes@sjsu.edu,Faith,Hughes,MATH250,B,73
mark.baker@sjsu.edu,Mark,Baker,CS480,A,89
diego.andrews@sjsu.edu,Diego,Andrews,ENG101,D,45
jasmine.allen@sjsu.edu,Jasmine,Allen,CS350,D,52
mario.wright@sjsu.edu,Mario,Wright,CS101,A,93
noah.thompson@sjsu.edu,Noah,Thompson,SCI101,B,80
daisy.wells@sjsu.edu,Daisy,Wells,CS450,C,56
